Hospitals,Address,State,Type,Status,COUNTY,Beds,County
BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,ONE DEACONESS RD,MA,GENERAL ACUTE CARE,OPEN,SUFFOLK,405,Suffolk
"ARBOUR HOSPITAL, THE",49 ROBINWOOD AVENUE,MA,PSYCHIATRIC,OPEN,SUFFOLK,136,Suffolk
BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,298 WASHINGTON STREET,MA,GENERAL ACUTE CARE,OPEN,ESSEX,79,Essex
VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY,MA,LONG TERM CARE,OPEN,WORCESTER,47,Worcester
WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,MA,PSYCHIATRIC,OPEN,WORCESTER,166,Worcester
HOULTON REGIONAL HOSPITAL,20 HARTFORD STREET,ME,CRITICAL ACCESS,OPEN,AROOSTOOK,25,Aroostook
NORTHERN LIGHT INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,ME,GENERAL ACUTE CARE,OPEN,KENNEBEC,48,Kennebec
MAINEGENERAL MEDICAL CENTER,6 EAST CHESTNUT STREET,ME,GENERAL ACUTE CARE,CLOSED,KENNEBEC,146,Kennebec
MAINEGENERAL MEDICAL CENTER-SETON,30 CHASE AVENUE,ME,GENERAL ACUTE CARE,CLOSED,KENNEBEC,75,Kennebec
SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,6 SAINT ANDREWS LANE,ME,GENERAL ACUTE CARE,CLOSED,LINCOLN,52,Lincoln
MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,MI,CRITICAL ACCESS,OPEN,GLADWIN,25,Gladwin
HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE ST,MI,CRITICAL ACCESS,OPEN,LUCE,25,Luce
MUNISING MEMORIAL HOSPITAL,1500 SAND POINT RD,MI,CRITICAL ACCESS,OPEN,ALGER,11,Alger
BOURNEWOOD HOSPITAL,300 SOUTH STREET,MA,PSYCHIATRIC,OPEN,NORFOLK,90,Norfolk
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,MI,GENERAL ACUTE CARE,OPEN,LIVINGSTON,136,Livingston
HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,MI,GENERAL ACUTE CARE,OPEN,HILLSDALE,65,Hillsdale
DMC SURGERY HOSPITAL,30671 STEPHENSON HIGHWAY,MI,GENERAL ACUTE CARE,OPEN,OAKLAND,36,Oakland
"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",400 MEDICAL PARK DR,MI,GENERAL ACUTE CARE,OPEN,BERRIEN,38,Berrien
MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MI,GENERAL ACUTE CARE,OPEN,ISABELLA,118,Isabella
SPECTRUM HEALTH LUDINGTON HOSPITAL,1 N ATKINSON DRIVE,MI,GENERAL ACUTE CARE,OPEN,MASON,49,Mason
BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,MI,GENERAL ACUTE CARE,OPEN,VAN BUREN,35,Van Buren
DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,MI,GENERAL ACUTE CARE,OPEN,SANILAC,15,Sanilac
HENRY FORD HOSPITAL,2799 W GRAND BLVD,MI,GENERAL ACUTE CARE,OPEN,WAYNE,877,Wayne
MAYO CLINIC HEALTH SYS ALBT LE,404 WEST FOUNTAIN STREET,MN,GENERAL ACUTE CARE,OPEN,FREEBORN,159,Freeborn
MAYO CLINIC HEALTH SYS CF,32021 COUNTY 24 BOULEVARD,MN,CRITICAL ACCESS,OPEN,GOODHUE,15,Goodhue
MAYO CLINIC HEALTH SYS FAIRMNT,"800 MEDICAL CTR DRIVE, PO 800",MN,GENERAL ACUTE CARE,OPEN,MARTIN,57,Martin
MAYO CLINIC HEALTH SYSTEM S F,625 JACKSON ST N,MN,CRITICAL ACCESS,OPEN,BROWN,24,Brown
HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL,800 HOSPITAL DR,MO,GENERAL ACUTE CARE,OPEN,BOONE,126,Boone
VIBRA HOSPITAL OF CENTRAL DAKOTAS,1000 18TH ST NW,ND,LONG TERM CARE,OPEN,MORTON,41,Morton
JACOBSON MEMORIAL HOSPITAL & CARE CENTER,601 EAST ST N,ND,CRITICAL ACCESS,OPEN,GRANT,30,Grant
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,IN,GENERAL ACUTE CARE,OPEN,MADISON,137,Madison
MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,IN,GENERAL ACUTE CARE,OPEN,ST. JOSEPH,416,St. Joseph
COMPLEX CARE HOSPITAL AT TENAYA,2500 NORTH TENAYA,NV,LONG TERM CARE,OPEN,CLARK,70,Clark
DESERT SPRINGS HOSPITAL MEDICAL CENTER,2075 EAST FLAMINGO ROAD,NV,GENERAL ACUTE CARE,OPEN,CLARK,293,Clark
EASTERN REGIONAL MEDICAL CENTER,1331 EAST WYOMING AVENUE,PA,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,58,Philadelphia
THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PA,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,957,Philadelphia
PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PA,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,305,Philadelphia
ST JOSEPHS HOSPITAL,16TH STREET & GIRARD AVENUE,PA,GENERAL ACUTE CARE,CLOSED,PHILADELPHIA,227,Philadelphia
VA MEDICAL CENTER - PHILADELPHIA,UNIVERSITY & WOODLAND AVENUES,PA,MILITARY,OPEN,PHILADELPHIA,280,Philadelphia
GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,PA,GENERAL ACUTE CARE,OPEN,MONTOUR,404,Montour
NORTHSIDE HOSPITAL - CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,GA,GENERAL ACUTE CARE,OPEN,CHEROKEE,158,Cherokee
"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",260 MJ TAYLOR ROAD,GA,GENERAL ACUTE CARE,OPEN,COOK,60,Cook
NORTHERN MONTANA HOSPITAL,30 13TH ST,MT,GENERAL ACUTE CARE,OPEN,HILL,49,Hill
MUSC MEDICAL CENTER,169 ASHLEY AVE,SC,GENERAL ACUTE CARE,OPEN,CHARLESTON,713,Charleston
VERITAS COLLABORATIVE GEORGIA,41 PERIMETER CENTER EAST,GA,PSYCHIATRIC,OPEN,DEKALB,50,Dekalb
PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,VA,CRITICAL ACCESS,OPEN,PAGE,25,Page
UH PORTAGE - ROBINSON MEMORIAL HOSPITAL,6847 N CHESTNUT,OH,GENERAL ACUTE CARE,OPEN,PORTAGE,302,Portage
DELL CHILDREN'S MEDICAL CENTER,4900 MUELLER BOULEVARD,TX,CHILDREN,OPEN,TRAVIS,248,Travis
COOK CHILDREN'S MEDICAL CENTER,801 SEVENTH AVENUE,TX,CHILDREN,OPEN,TARRANT,430,Tarrant
ARBOR HEALTH MORTON GENERAL HOSPITAL,521 ADAMS ST,WA,CRITICAL ACCESS,OPEN,LEWIS,25,Lewis
"INDIANA SPINE HOSPITAL, LLC",13219 N MERIDIAN STREET,IN,SPECIAL,OPEN,HAMILTON,20,Hamilton
ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS,19333 W NORTH AVE,WI,GENERAL ACUTE CARE,OPEN,WAUKESHA,175,Waukesha
ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS,10101 SOUTH 27TH STREET,WI,GENERAL ACUTE CARE,OPEN,MILWAUKEE,52,Milwaukee
ASCENSION SE WISCONSIN HOSPITAL ST JOSEPH,5000 W CHAMBERS ST,WI,GENERAL ACUTE CARE,OPEN,MILWAUKEE,538,Milwaukee
ASCENSION ST CLARES HOSPITAL,3400 MINISTRY PARKWAY,WI,GENERAL ACUTE CARE,OPEN,MARATHON,99,Marathon
ASCENSION ST FRANCIS HOSPITAL,3237 S 16TH ST,WI,GENERAL ACUTE CARE,OPEN,MILWAUKEE,260,Milwaukee
ASCENSION ST MARYS HOSPITAL,2251 NORTH SHORE DR,WI,GENERAL ACUTE CARE,OPEN,ONEIDA,73,Oneida
MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,OH,GENERAL ACUTE CARE,OPEN,MONTGOMERY,883,Montgomery
ASCENSION ST MICHAELS HOSPITAL,900 ILLINOIS AVE,WI,GENERAL ACUTE CARE,OPEN,PORTAGE,94,Portage
ASPIRUS RIVERVIEW HSPTL ASSOC,410 DEWEY STREET,WI,GENERAL ACUTE CARE,OPEN,WOOD,99,Wood
ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WI,GENERAL ACUTE CARE,OPEN,MARATHON,325,Marathon
AURORA LAKELAND MED CTR,W3985 CTY RD NN,WI,GENERAL ACUTE CARE,OPEN,WALWORTH,109,Walworth
AURORA MED CENTER-WASHINGTON COUNTY,1032 E SUMNER ST,WI,GENERAL ACUTE CARE,OPEN,WASHINGTON,71,Washington
AURORA MED CTR KENOSHA,10400 75TH ST,WI,GENERAL ACUTE CARE,OPEN,KENOSHA,74,Kenosha
AURORA MED CTR MANITOWOC CTY,5000 MEMORIAL DR,WI,GENERAL ACUTE CARE,OPEN,MANITOWOC,69,Manitowoc
MHP MEDICAL CENTER,2451 INTELLIPLEX DRIVE,IN,GENERAL ACUTE CARE,OPEN,SHELBY,40,Shelby
COVENANT CHILDREN'S HOSPITAL,4015 22ND PLACE,TX,CHILDREN,OPEN,LUBBOCK,73,Lubbock
PARKVIEW WABASH HOSPITAL,10 JOHN KISSINGER DRIVE,IN,GENERAL ACUTE CARE,OPEN,WABASH,18,Wabash
NEURO BEHAVIORAL HOSPITAL,9330 BROADWAY,IN,PSYCHIATRIC,OPEN,LAKE,70,Lake
PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,IN,GENERAL ACUTE CARE,OPEN,PERRY,25,Perry
ST JOSEPH HEALTH CENTER,667 EASTLAND AVE SE,OH,GENERAL ACUTE CARE,OPEN,TRUMBULL,219,Trumbull
TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,OH,GENERAL ACUTE CARE,OPEN,TRUMBULL,346,Trumbull
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,OR,CRITICAL ACCESS,OPEN,HOOD RIVER,25,Hood River
RIVERSIDE MEDICAL CENTER,350 N WALL ST,IL,GENERAL ACUTE CARE,OPEN,KANKAKEE,325,Kankakee
BLUE MOUNTAIN HOSPITAL,170 FORD ROAD,OR,CRITICAL ACCESS,OPEN,GRANT,25,Grant
VASSAR BROTHERS MEDICAL CENTER,45 READE PL,NY,GENERAL ACUTE CARE,OPEN,DUTCHESS,365,Dutchess
ERIE COUNTY MEDICAL CENTER,462 GRIDER ST,NY,GENERAL ACUTE CARE,OPEN,ERIE,550,Erie
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,NY,GENERAL ACUTE CARE,OPEN,MONROE,830,Monroe
NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DR,NY,GENERAL ACUTE CARE,OPEN,NASSAU,764,Nassau
EDWIN SHAW REHABILITATION INSTITUTE,330 BROADWAY EAST,OH,REHABILITATION,CLOSED,SUMMIT,139,Summit
NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TPKE,NY,GENERAL ACUTE CARE,OPEN,NASSAU,530,Nassau
SOUTH NASSAU COMMUNITIES HOSPITAL,1 HEALTHY WAY,NY,GENERAL ACUTE CARE,OPEN,NASSAU,455,Nassau
UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,750 E ADAMS ST,NY,GENERAL ACUTE CARE,OPEN,ONONDAGA,409,Onondaga
ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS,70 DUBOIS ST,NY,GENERAL ACUTE CARE,OPEN,ORANGE,242,Orange
PARKLAND MEDICAL CENTER,ONE PARKLAND DRIVE,NH,GENERAL ACUTE CARE,OPEN,ROCKINGHAM,86,Rockingham
ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,NY,GENERAL ACUTE CARE,OPEN,ORANGE,353,Orange
SAMARITAN HOSPITAL,2215 BURDETT AVE,NY,GENERAL ACUTE CARE,OPEN,RENSSELAER,212,Rensselaer
CANTON-POTSDAM HOSPITAL,50 LEROY ST,NY,GENERAL ACUTE CARE,OPEN,ST. LAWRENCE,94,St. Lawrence
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING ST,WA,CRITICAL ACCESS,OPEN,SAN JUAN,25,San Juan
MONTEFLORE NYACK HOSPITAL,160 N MIDLAND AVE,NY,GENERAL ACUTE CARE,OPEN,ROCKLAND,375,Rockland
SARATOGA HOSPITAL,211 CHURCH ST,NY,GENERAL ACUTE CARE,OPEN,SARATOGA,171,Saratoga
NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA HIGHLAND PARK HOSPITAL,777 PARK AVENUE WEST,IL,GENERAL ACUTE CARE,OPEN,LAKE,-999,Lake
ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,IL,GENERAL ACUTE CARE,OPEN,LAKE,279,Lake
ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,IL,GENERAL ACUTE CARE,OPEN,LAKE,169,Lake
GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,IL,GENERAL ACUTE CARE,OPEN,KNOX,119,Knox
ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,IL,GENERAL ACUTE CARE,OPEN,KNOX,90,Knox
MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,IL,GENERAL ACUTE CARE,OPEN,LAKE,73,Lake
KENNEDY KREIGER INSTITUTE,707 N BROADWAY,MD,GENERAL ACUTE CARE,OPEN,BALTIMORE CITY,70,Baltimore City
MERCY MEDICAL CENTER,301 ST PAUL PLACE,MD,GENERAL ACUTE CARE,OPEN,BALTIMORE CITY,281,Baltimore City
SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVE,MD,GENERAL ACUTE CARE,OPEN,BALTIMORE CITY,467,Baltimore City
UNIVERSITY OF MARYLAND MEDICAL CENTER,22 S GREENE ST,MD,GENERAL ACUTE CARE,OPEN,BALTIMORE CITY,800,Baltimore City
ST. JAMES HOSPITAL,411 CANISTEO ST,NY,GENERAL ACUTE CARE,OPEN,STEUBEN,15,Steuben
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,MD,GENERAL ACUTE CARE,OPEN,BALTIMORE CITY,477,Baltimore City
VALLEY REGIONAL HOSPITAL,243 ELM STREET,NH,GENERAL ACUTE CARE,OPEN,SULLIVAN,25,Sullivan
HAMPSTEAD HOSPITAL,218 EAST ROAD,NH,PSYCHIATRIC,OPEN,ROCKINGHAM,111,Rockingham
FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,NH,GENERAL ACUTE CARE,OPEN,STRAFFORD,112,Strafford
CROTCHED MOUNTAIN REHABILITATION CENTER,1 VERNEY DRIVE,NH,REHABILITATION,OPEN,HILLSBOROUGH,62,Hillsborough
SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,8 PROSPECT STREET,NH,GENERAL ACUTE CARE,OPEN,HILLSBOROUGH,188,Hillsborough
ST JOSEPH HOSPITAL,172 KINSLEY ST,NH,GENERAL ACUTE CARE,OPEN,HILLSBOROUGH,208,Hillsborough
ELLIOT HOSPITAL CITY OF MANCHESTER,ONE ELLIOT WAY,NH,GENERAL ACUTE CARE,OPEN,HILLSBOROUGH,296,Hillsborough
CONCORD HOSPITAL,250 PLEASANT STREET,NH,GENERAL ACUTE CARE,OPEN,MERRIMACK,295,Merrimack
FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVE,NH,GENERAL ACUTE CARE,OPEN,MERRIMACK,25,Merrimack
UNIVERSITY HOSPITAL STONEY BROOK SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,NY,GENERAL ACUTE CARE,OPEN,SUFFOLK,125,Suffolk
EASTERN LONG ISLAND HOSPITAL,201 MANOR PL,NY,GENERAL ACUTE CARE,OPEN,SUFFOLK,90,Suffolk
HUNTINGTON HOSPITAL,270 PARK AVE,NY,GENERAL ACUTE CARE,OPEN,SUFFOLK,408,Suffolk
SOUTHSIDE HOSPITAL,301 E MAIN ST,NY,GENERAL ACUTE CARE,OPEN,SUFFOLK,321,Suffolk
SAINT JOSEPH HOSPITAL,ONE ST JOSEPH DRIVE,KY,GENERAL ACUTE CARE,OPEN,FAYETTE,433,Fayette
SHRINERS HOSPITAL FOR CHILDREN,1900 RICHMOND RD,KY,CHILDREN,OPEN,FAYETTE,50,Fayette
GOOD SAMARITAN HOSPITAL - WEST ISLIP,1000 MONTAUK HIGHWAY,NY,GENERAL ACUTE CARE,OPEN,SUFFOLK,437,Suffolk
HEALTHALLIANCE HOSPITAL - BROADWAY CAMPUS,396 BROADWAY,NY,GENERAL ACUTE CARE,OPEN,ULSTER,150,Ulster
ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,NY,CRITICAL ACCESS,OPEN,ULSTER,25,Ulster
NEWARK-WAYNE COMMUNITY HOSPITAL,1200 DRIVING PARK AVE BOX 111,NY,GENERAL ACUTE CARE,OPEN,WAYNE,120,Wayne
ST. JOHN'S RIVERSIDE HOSPITAL - DOBBS FERRY,128 ASHFORD AVE,NY,GENERAL ACUTE CARE,OPEN,WESTCHESTER,12,Westchester
PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,NY,GENERAL ACUTE CARE,OPEN,WESTCHESTER,238,Westchester
TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,KY,GENERAL ACUTE CARE,OPEN,GRAYSON,75,Grayson
OUR LADY OF BELLEFONTE HOSPITAL,1000 ST. CHRISTOPHER DRIVE,KY,GENERAL ACUTE CARE,OPEN,GREENUP,190,Greenup
BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVE,NY,CHILDREN,OPEN,WESTCHESTER,86,Westchester
PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,IL,GENERAL ACUTE CARE,OPEN,MORGAN,108,Morgan
BROOK LANE HEALTH SERVICES,13218 BROOK LANE DRIVE,MD,PSYCHIATRIC,OPEN,WASHINGTON,65,Washington
GARRARD COUNTY HOSPITAL,308 WEST MAPLE AVENUE,KY,GENERAL ACUTE CARE,CLOSED,GARRARD,15,Garrard
WESTCHESTER MEDICAL CENTER,100 WOODS RD,NY,GENERAL ACUTE CARE,OPEN,WESTCHESTER,652,Westchester
MONTEFIORE MEDICAL CENTER - MOSES DIVISION,111 E 210TH ST,NY,GENERAL ACUTE CARE,OPEN,BRONX,779,Bronx
FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,KY,LONG TERM CARE,OPEN,FRANKLIN,173,Franklin
NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVE,NY,GENERAL ACUTE CARE,OPEN,BRONX,213,Bronx
MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,MD,GENERAL ACUTE CARE,OPEN,WASHINGTON,247,Washington
BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,NY,GENERAL ACUTE CARE,OPEN,KINGS,530,Kings
BROOKLYN HOSPITAL CENTER,121 DEKALB AVE,NY,GENERAL ACUTE CARE,OPEN,KINGS,464,Kings
MONTEFIORE WESTCHESTER SQUARE MEDICAL CENTER,2475 RAYMOND AVENUE,NY,GENERAL ACUTE CARE,CLOSED,BRONX,-999,Bronx
KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVE,NY,GENERAL ACUTE CARE,OPEN,KINGS,639,Kings
CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,NY,GENERAL ACUTE CARE,OPEN,KINGS,371,Kings
NYU LUTHERAN MEDICAL CENTER,150 55TH ST,NY,GENERAL ACUTE CARE,OPEN,KINGS,396,Kings
JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,NY,GENERAL ACUTE CARE,OPEN,BRONX,457,Bronx
NEW YORK METHODIST HOSPITAL,506 6TH ST,NY,GENERAL ACUTE CARE,OPEN,KINGS,591,Kings
NYU HOSPITAL FOR JOINT DISEASES,301 E 17TH ST,NY,GENERAL ACUTE CARE,OPEN,NEW YORK,225,New York
NEW YORK PRESBYTERIAN MORGAN STANLEY CHILDREN'S HOSPITAL,3959 BROADWAY,NY,CHILDREN,OPEN,NEW YORK,190,New York
THE ADDICTION INSTITUTE OF NEW YORK,1000 10TH AVE,NY,PSYCHIATRIC,CLOSED,NEW YORK,-999,New York
ELMHURST HOSPITAL CENTER,79-01 BROADWAY,NY,GENERAL ACUTE CARE,OPEN,QUEENS,551,Queens
JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,NY,GENERAL ACUTE CARE,OPEN,QUEENS,408,Queens
HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,IL,CRITICAL ACCESS,OPEN,VERMILION,99,Vermilion
OSF HEALTHCARESYSTEM DBA SACRED HEART MEDICAL CENTER,812 N LOGAN,IL,GENERAL ACUTE CARE,OPEN,VERMILION,127,Vermilion
THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,KY,GENERAL ACUTE CARE,OPEN,WARREN,337,Warren
NEW YORK PRESBYTERIAN QUEENS,56 45 MAIN ST,NY,GENERAL ACUTE CARE,OPEN,QUEENS,519,Queens
"ROCK REGIONAL HOSPITAL, LLC",3251 N ROCK RD,KS,LONG TERM CARE,OPEN,SEDGWICK,31,Sedgwick
GLEN COVE HOSPITAL,101 ST ANDREWS LANE,NY,GENERAL ACUTE CARE,OPEN,NASSAU,247,Nassau
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,KY,CRITICAL ACCESS,OPEN,LINCOLN,25,Lincoln
LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES,131 HOSPITAL DRIVE,KY,CRITICAL ACCESS,OPEN,LIVINGSTON,25,Livingston
MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NY,GENERAL ACUTE CARE,OPEN,WESTCHESTER,23,Westchester
MOUNT SINAI BETH ISRAEL BROOKLYN,3201 KINGS HIGHWAY,NY,GENERAL ACUTE CARE,OPEN,KINGS,212,Kings
NEW YORK PRESBYTERIAN HOSPITAL - WESTCHESTER DIVISION,21 BLOOMINGDALE ROAD,NY,PSYCHIATRIC,OPEN,WESTCHESTER,270,Westchester
HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NY,GENERAL ACUTE CARE,OPEN,NEW YORK,282,New York
HENRY J. CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NY,LONG TERM CARE,OPEN,NEW YORK,201,New York
SAINT BARNABAS HOSPITAL HEALTH SYSTEM,4422 THIRD AVENUE,NY,GENERAL ACUTE CARE,OPEN,BRONX,461,Bronx
IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,NY,GENERAL ACUTE CARE,OPEN,STEUBEN,35,Steuben
ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,4988 STHWY 30,NY,GENERAL ACUTE CARE,OPEN,MONTGOMERY,10,Montgomery
THE BURDETT CARE CENTER,2215 BURDETT AVENUE,NY,WOMEN,OPEN,RENSSELAER,15,Rensselaer
MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,IL,GENERAL ACUTE CARE,OPEN,GRUNDY,89,Grundy
SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,IL,GENERAL ACUTE CARE,OPEN,WINNEBAGO,325,Winnebago
JAVON BEA HOSPITAL DBA MERCY HEALTH HOSPITAL ROCKTON AVE,2400 NORTH ROCKTON AVENUE,IL,GENERAL ACUTE CARE,OPEN,WINNEBAGO,297,Winnebago
THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN ST,NY,GENERAL ACUTE CARE,OPEN,CLINTON,300,Clinton
MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,600 EAST 233RD STREET,NY,GENERAL ACUTE CARE,OPEN,BRONX,325,Bronx
HOLY CROSS HOSPITAL,1500 FOREST GLEN ROAD,MD,GENERAL ACUTE CARE,OPEN,MONTGOMERY,409,Montgomery
SILVER CROSS HOSPITAL AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,IL,GENERAL ACUTE CARE,OPEN,WILL,289,Will
ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,IL,GENERAL ACUTE CARE,OPEN,WILL,148,Will
FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,MD,GENERAL ACUTE CARE,OPEN,PRINCE GEORGE'S,37,Prince George'S
MOUNT SINAI ST. LUKE'S,1111 AMSTERDAM AVENUE,NY,GENERAL ACUTE CARE,OPEN,NEW YORK,495,New York
NEW YORK PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,622 WEST 168TH STREET,NY,GENERAL ACUTE CARE,OPEN,NEW YORK,1007,New York
NEW YORK PRESBYTERIAN HOSPITAL - NEW YORK WEILL CORNELL CENTER,525 EAST 68TH STREET,NY,GENERAL ACUTE CARE,OPEN,NEW YORK,862,New York
NYULMC - COBBLE HILL,83 AMITY STREET,NY,GENERAL ACUTE CARE,CLOSED,KINGS,-999,Kings
URMC STRONG WEST,156 WEST AVENUE,NY,GENERAL ACUTE CARE,OPEN,MONROE,-999,Monroe
WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,219 BRYANT STREET,NY,CHILDREN,OPEN,ERIE,200,Erie
NYU WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,NY,GENERAL ACUTE CARE,OPEN,NASSAU,591,Nassau
UPMC CHAUTAUQUA AT WCA,51 GLASGOW AVENUE,NY,PSYCHIATRIC,OPEN,CHAUTAUQUA,40,Chautauqua
SJRH - PARK CARE PAVILION,2 PARK AVENUE,NY,PSYCHIATRIC,OPEN,WESTCHESTER,141,Westchester
VA MEDICAL CENTER - CANANDAIGUA,400 FORT HILL AVE,NY,MILITARY,OPEN,ONTARIO,-999,Ontario
FOUR WINDS HOSPITAL WESTCHESTER,800 CROSS RIVER ROAD,NY,PSYCHIATRIC,OPEN,WESTCHESTER,178,Westchester
FOUR WINDS HOSPITAL SARATOGA,30 CRESCENT AVENUE,NY,PSYCHIATRIC,OPEN,SARATOGA,88,Saratoga
METHODIST HOSPITAL,1305 N ELM STREET,KY,GENERAL ACUTE CARE,OPEN,HENDERSON,192,Henderson
CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,IL,GENERAL ACUTE CARE,OPEN,JEFFERSON,41,Jefferson
COPLEY MEMORIAL HOSPITAL INC DBA RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE,IL,GENERAL ACUTE CARE,OPEN,KANE,210,Kane
DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,IL,GENERAL ACUTE CARE,OPEN,KANE,159,Kane
PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,IL,GENERAL ACUTE CARE,OPEN,KANE,293,Kane
BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVE.,KY,GENERAL ACUTE CARE,OPEN,WOODFORD,25,Woodford
