FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B25010_001E,B25010_001M,B25010_002E,B25010_002M,B25010_003E,B25010_003M,B01001_001E,B01001_001M,B01001_calc_PopDensity,created_user,created_date,last_edited_user,last_edited_date,B01001_calc_PopDensityM,SHAPE_Length,SHAPE_Area
110,00042809,04025,21039796371,11501576,Yavapai County,Arizona,2.29,0.03,2.25,0.04,2.38,0.07,224645,,10.677147061634,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.39266012685041,2.06877831367091
111,00023901,04027,14281127830,13326079,Yuma County,Arizona,2.79,0.03,2.8,0.05,2.78,0.07,207829,,14.5527021726827,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.52185629592583,1.37556127781831
112,00063755,05001,2560886962,116504001,Arkansas County,Arkansas,2.33,0.08,2.39,0.09,2.21,0.15,18124,,7.07723545354986,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.11495654608963,0.262156926125065
113,00063756,05003,2396662506,39297497,Ashley County,Arkansas,2.57,0.11,2.6,0.13,2.48,0.25,20537,,8.56899957694753,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.39462522242857,0.235534686853376
114,00069895,05005,1435438304,84171718,Baxter County,Arkansas,2.22,0.05,2.19,0.07,2.3,0.15,41219,,28.7152710674774,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.13954042568203,0.15244087110409
115,00069896,05007,2195165155,94161968,Benton County,Arkansas,2.72,0.03,2.79,0.03,2.56,0.05,258980,,117.977455778265,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.64247041401843,0.229804551220428
116,00069897,05009,1528068629,31092612,Boone County,Arkansas,2.47,0.05,2.45,0.09,2.52,0.18,37288,,24.4020453612755,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.7006998572357,0.156450555270016
117,00063757,05011,1681514472,9532926,Bradley County,Arkansas,2.37,0.08,2.43,0.12,2.27,0.18,10948,,6.51079736886142,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.4735897505178,0.164016278416792
118,00063758,05013,1627975429,9926146,Calhoun County,Arkansas,2.61,0.16,2.61,0.16,2.63,0.5,5202,,3.19537992240791,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.57288332236083,0.159026696653646
119,00066975,05015,1631600824,22431173,Carroll County,Arkansas,2.47,0.08,2.44,0.09,2.57,0.19,27887,,17.0918030867579,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.14978899557096,0.166037985414357
120,00069160,05017,1668823389,120315321,Chicot County,Arkansas,2.35,0.09,2.2,0.12,2.62,0.21,10826,,6.48720533961788,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.73599183568625,0.173140969512128
121,00066845,05019,2243130281,43387661,Clark County,Arkansas,2.31,0.07,2.4,0.1,2.16,0.13,22385,,9.97935794884845,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.0641048987333,0.223260749846144
122,00063759,05021,1656214473,5097734,Clay County,Arkansas,2.32,0.08,2.25,0.09,2.48,0.16,15061,,9.09362902300879,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41154240060107,0.166826315543005
123,00066983,05023,1434168144,98893719,Cleburne County,Arkansas,2.32,0.07,2.31,0.08,2.34,0.16,25230,,17.5920794960845,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60909580343805,0.152366227683618
124,00063760,05025,1548253400,2500196,Cleveland County,Arkansas,2.47,0.1,2.49,0.13,2.4,0.29,8226,,5.31308376264506,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.94808772027489,0.151152387282751
125,00063761,05027,1983889572,1990757,Columbia County,Arkansas,2.47,0.11,2.51,0.12,2.36,0.23,23892,,12.0430090148183,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.88448775410269,0.192065847574721
126,00066846,05029,1430333634,37328676,Conway County,Arkansas,2.44,0.07,2.49,0.09,2.34,0.17,20906,,14.6161703137298,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.10522127540217,0.145376995426866
127,00066847,05031,1831867052,14069451,Craighead County,Arkansas,2.5,0.03,2.56,0.06,2.41,0.07,105701,,57.701239773158,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.11259950432527,0.184124073885153
128,00069161,05033,1531188213,31076496,Crawford County,Arkansas,2.61,0.04,2.63,0.06,2.55,0.14,62472,,40.7996871120115,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.23317654661839,0.155365690682058
129,00069162,05035,1580755093,67432628,Crittenden County,Arkansas,2.58,0.05,2.55,0.07,2.61,0.09,49013,,31.0060680601584,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.48354807223783,0.163151693145412
130,00066848,05037,1596421809,15344835,Cross County,Arkansas,2.51,0.09,2.57,0.1,2.38,0.18,16998,,10.6475618813098,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.69313317146944,0.159715793651492
131,00066849,05039,1728522506,1864048,Dallas County,Arkansas,2.22,0.11,2.32,0.15,2.02,0.24,7432,,4.2996258215917,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.54648872044075,0.168800249061568
132,00066850,05041,1989461629,133085432,Desha County,Arkansas,2.31,0.09,2.37,0.12,2.21,0.15,11887,,5.97498329534256,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.64558129733178,0.206731042831169
133,00066851,05043,2145434144,18914034,Drew County,Arkansas,2.49,0.08,2.57,0.11,2.32,0.17,18502,,8.62389556526047,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.94625267181467,0.210215304554483
134,00066852,05045,1678154687,41787768,Faulkner County,Arkansas,2.67,0.04,2.79,0.05,2.46,0.08,122416,,72.9467914658334,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.18156157138438,0.170129007599766
135,00066853,05047,1576914320,27952005,Franklin County,Arkansas,2.56,0.1,2.56,0.15,2.58,0.25,17780,,11.2751845642444,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.19273417002975,0.159452613451276
136,00066854,05049,1601111507,5526928,Fulton County,Arkansas,2.39,0.12,2.38,0.13,2.41,0.28,12139,,7.58160811844068,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.8940827663941,0.161363066658621
137,00066855,05051,1755290360,147383937,Garland County,Arkansas,2.41,0.05,2.42,0.06,2.39,0.11,98296,,55.9998517852055,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.01147102656731,0.186926869638367
138,00066856,05053,1636384325,2896901,Grant County,Arkansas,2.64,0.09,2.63,0.13,2.69,0.23,18086,,11.0524158192483,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89785808449233,0.160508597990616
139,00066857,05055,1496205817,4789586,Greene County,Arkansas,2.6,0.05,2.62,0.08,2.56,0.12,44623,,29.8241054091558,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.04198164822169,0.150253262798722
140,00066858,05057,1884268205,35372110,Hempstead County,Arkansas,2.72,0.11,2.68,0.13,2.79,0.19,22018,,11.6851730245058,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.47933250454305,0.186758347113058
141,00066859,05059,1593380758,18038344,Hot Spring County,Arkansas,2.54,0.07,2.56,0.08,2.48,0.21,33520,,21.0370307484283,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.24676177049469,0.157831307447303
142,00066872,05061,1524380365,17475611,Howard County,Arkansas,2.59,0.11,2.69,0.14,2.39,0.22,13389,,8.78324092031978,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.44793878090568,0.150616287006702
143,00069163,05063,1978631568,19593589,Independence County,Arkansas,2.54,0.07,2.6,0.08,2.38,0.16,37264,,18.8332181709132,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.3379783506995,0.199094747263748
144,00066860,05065,1503683622,8913817,Izard County,Arkansas,2.5,0.11,2.48,0.13,2.54,0.29,13559,,9.01718938852684,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.90246554576557,0.15137153953665
145,00066861,05067,1641853231,19623382,Jackson County,Arkansas,2.33,0.08,2.38,0.12,2.22,0.17,17225,,10.4911935334858,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41599282210733,0.16525298917517
146,00066862,05069,2253242466,113431088,Jefferson County,Arkansas,2.39,0.04,2.4,0.06,2.38,0.1,70424,,31.2545147992963,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.81370914395828,0.231673119292569
147,00066863,05071,1709103303,59195660,Johnson County,Arkansas,2.6,0.07,2.65,0.08,2.48,0.17,26291,,15.3829203617191,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.0718960403642,0.175814543968083
148,00066864,05073,1368278177,43469442,Lafayette County,Arkansas,2.37,0.13,2.41,0.12,2.26,0.3,6915,,5.05379689323219,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41054143726786,0.136579194779943
149,00066865,05075,1521880769,12286149,Lawrence County,Arkansas,2.47,0.07,2.47,0.09,2.47,0.13,16669,,10.9528948256261,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.12651019670507,0.153427268453293
150,00066866,05077,1560781754,43720909,Lee County,Arkansas,2.31,0.1,2.38,0.14,2.23,0.19,9398,,6.02134153344286,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.51479918874966,0.158014706324132
151,00066873,05079,1454438338,27514923,Lincoln County,Arkansas,2.34,0.1,2.46,0.11,1.98,0.27,13695,,9.41600591939292,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95766535786045,0.144544777610835
152,00066874,05081,1378511384,84225311,Little River County,Arkansas,2.25,0.09,2.22,0.13,2.33,0.21,12417,,9.0075425884187,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.1560704866377,0.14225023262485
153,00082850,05083,1834027338,60685578,Logan County,Arkansas,2.5,0.07,2.55,0.1,2.37,0.14,21757,,11.8629638442172,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.65722914265172,0.187571193913715
154,00069164,05085,1996628038,82740476,Lonoke County,Arkansas,2.66,0.04,2.69,0.05,2.6,0.1,72206,,36.1639717692876,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41796626976149,0.2047168818936
155,00069165,05087,2160707852,7318191,Madison County,Arkansas,2.58,0.08,2.52,0.12,2.81,0.28,16076,,7.44015438511027,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.13487833198875,0.216736061886736
156,00069898,05089,1546109517,112285683,Marion County,Arkansas,2.44,0.11,2.48,0.12,2.29,0.24,16438,,10.6318471099612,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.15753267408489,0.166323729946077
157,00069166,05091,1620628512,30875055,Miller County,Arkansas,2.53,0.06,2.59,0.08,2.43,0.12,43759,,27.0012527090477,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.70601885778136,0.159902276707942
158,00069899,05093,2332480077,49826384,Mississippi County,Arkansas,2.49,0.06,2.52,0.09,2.45,0.12,42831,,18.3628578105964,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.96840744377422,0.237428806740099
159,00069167,05095,1572480981,36694911,Monroe County,Arkansas,2.16,0.11,2.16,0.13,2.15,0.18,7249,,4.60991267149704,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41221079502547,0.158282030627323
160,00069168,05097,2019823598,52913893,Montgomery County,Arkansas,2.35,0.14,2.31,0.13,2.54,0.35,8993,,4.45236901326667,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.87452050037603,0.20354352835621
161,00069169,05099,1600192986,7254361,Nevada County,Arkansas,2.5,0.18,2.32,0.21,2.88,0.43,8440,,5.27436382601417,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98574053209185,0.156258233509443
162,00069900,05101,2126144031,5930175,Newton County,Arkansas,2.68,0.18,2.68,0.2,2.69,0.65,7848,,3.69118925414889,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.01178516536337,0.212900604929612
163,00069170,05103,1897898730,18050431,Ouachita County,Arkansas,2.36,0.09,2.4,0.11,2.26,0.16,24106,,12.7014153173494,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.90538603009829,0.186097560649435
164,00069171,05105,1428543055,23226442,Perry County,Arkansas,2.74,0.13,2.71,0.14,2.83,0.39,10322,,7.22554351013243,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.39395483747052,0.143258211125324
165,00069172,05107,1801669159,82139043,Phillips County,Arkansas,2.51,0.09,2.43,0.17,2.58,0.16,19034,,10.564647735084,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.81057449418171,0.184750461017992
166,00069173,05109,1555614399,34974767,Pike County,Arkansas,2.47,0.1,2.52,0.13,2.3,0.24,10808,,6.94773718149417,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.29573501455913,0.155511430399049
167,00069174,05111,1964149128,13520123,Poinsett County,Arkansas,2.51,0.06,2.46,0.08,2.6,0.14,24054,,12.2465242873351,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.04091038830972,0.196640741477555
168,00069175,05113,2221382790,12372287,Polk County,Arkansas,2.44,0.08,2.43,0.08,2.5,0.21,20163,,9.07677870323286,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.15518611858241,0.21921905341131
169,00069901,05115,2104417474,47279652,Pope County,Arkansas,2.66,0.05,2.7,0.08,2.57,0.14,63644,,30.2430486280974,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.11025838360358,0.213614516880722
170,00069176,05117,1678019578,71807770,Prairie County,Arkansas,2.12,0.08,2.09,0.1,2.2,0.19,8244,,4.91293433526316,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.66246486965585,0.172427989216948
171,00069177,05119,1965579500,126236379,Pulaski County,Arkansas,2.46,0.02,2.54,0.03,2.36,0.04,393463,,200.176589143304,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.82089295748259,0.205980413029022
172,00069178,05121,1689251367,9889906,Randolph County,Arkansas,2.31,0.07,2.3,0.1,2.35,0.23,17603,,10.4205924256624,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.23838689917702,0.170567151648424
173,00083331,05123,1644132566,20028723,St. Francis County,Arkansas,2.45,0.08,2.42,0.11,2.49,0.14,26294,,15.992627689366,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.07501302655328,0.16436363417356
174,00067102,05125,1873977181,17979686,Saline County,Arkansas,2.68,0.04,2.71,0.05,2.56,0.11,118009,,62.9724850422285,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.62929108017982,0.186027722308585
175,00069179,05127,2311063521,14887192,Scott County,Arkansas,2.69,0.15,2.71,0.18,2.64,0.3,10442,,4.51826611649416,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.38368820448238,0.229283501909274
176,00069180,05129,1725176966,6256683,Searcy County,Arkansas,2.39,0.15,2.52,0.17,1.96,0.3,7923,,4.59257233092457,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.86166979586896,0.172874638556072
177,00069181,05131,1377601669,39693806,Sebastian County,Arkansas,2.48,0.03,2.57,0.06,2.35,0.08,127461,,92.5238426086721,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.103046998605,0.14028187807509
178,00069182,05133,1463680826,41831847,Sevier County,Arkansas,2.92,0.09,2.94,0.13,2.84,0.31,17193,,11.7464133536446,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.53428285405903,0.146910132027862
179,00069183,05135,1565460775,5201390,Sharp County,Arkansas,2.29,0.09,2.27,0.1,2.36,0.2,17043,,10.8868904747869,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.16360525970879,0.157313047983537
180,00069902,05137,1570579417,7841927,Stone County,Arkansas,2.48,0.12,2.59,0.16,2.19,0.29,12446,,7.92446396870105,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.09294912793631,0.157497411265378
181,00069903,05139,2691555887,41400825,Union County,Arkansas,2.47,0.07,2.46,0.08,2.49,0.17,39732,,14.7617220923788,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.05013436946902,0.264192647398844
182,00069904,05141,1838200430,37692769,Van Buren County,Arkansas,2.41,0.09,2.44,0.11,2.28,0.19,16684,,9.07626814122767,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05135428212188,0.186536400212025
183,00069905,05143,2439803798,26926764,Washington County,Arkansas,2.57,0.02,2.73,0.05,2.39,0.06,228529,,93.666958051026,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.29031041154202,0.246499277118412
184,00069906,05145,2680852090,18293048,White County,Arkansas,2.56,0.04,2.61,0.07,2.46,0.11,78804,,29.3951316053397,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.42656281302702,0.267340439322669
185,00069907,05147,1519723271,18703960,Woodruff County,Arkansas,2.26,0.12,2.3,0.16,2.2,0.23,6660,,4.38237679654509,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.60557065612136,0.152246684061316
186,00069908,05149,2409045644,48482976,Yell County,Arkansas,2.83,0.1,2.76,0.14,3,0.27,21573,,8.95499844667949,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.86229630601336,0.242665870935824
187,01675839,06001,1909598013,216923745,Alameda County,California,2.81,0.01,2.93,0.02,2.68,0.02,1643700,,860.757074949889,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.67746625053273,0.199989857219034
188,01675840,06003,1912292630,12557304,Alpine County,California,3.71,1.02,3.66,0.97,4,2.65,1146,161,0.599280665532869,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0841921353846351,2.17421369774274,0.199044349556854
189,01675841,06005,1539933577,29470567,Amador County,California,2.42,0.07,2.43,0.08,2.4,0.19,37829,,24.5653452622911,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.90983863353186,0.161954140104668
190,01675842,06007,4238438186,105311003,Butte County,California,2.55,0.03,2.48,0.04,2.64,0.05,227075,,53.5751590644998,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.20581513849548,0.455942064987334
191,01675885,06009,2641829200,43797659,Calaveras County,California,2.57,0.07,2.49,0.08,2.83,0.22,45235,,17.1226058066131,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.96185069783158,0.276235290102695
192,01675902,06011,2980332864,14608870,Colusa County,California,2.99,0.07,2.83,0.11,3.24,0.15,21464,,7.20188011858262,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.21319033022599,0.312199031686653
193,01675903,06013,1857233047,225282636,Contra Costa County,California,2.86,0.01,2.87,0.02,2.84,0.03,1133247,,610.18029042211,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.68339678077841,0.201865667326955
194,01682074,06015,2606117983,578742642,Del Norte County,California,2.48,0.07,2.48,0.11,2.49,0.17,27424,,10.5229311101377,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.93863349888483,0.284397007128701
195,00277273,06017,4423290468,203328472,El Dorado County,California,2.67,0.03,2.69,0.04,2.62,0.09,186661,,42.1995800073241,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.79227274218576,0.47962348769677
